Tweet Number,Clause Number,Clause,Sentiment
1887,2,but thank you kasi nagamit kanina lets hope for the best vote wisely bumoto ng tama bumoto nang tama,
1888,1,kung way kandidato nikamang ninyo ako nalang kamang ninyp diris sandia ramos altercebu sandiaramos sandia cebualter fuente ramos alter,
1889,1,me wag niyong iboto sila bato bongo yung mga artista tumatakbong politiko na wala naman ginawa tay boto niyo si bam aquino author ng free tertiary education me gulat since di inexpect sasabihin niya yun tay si heidi mendoza me tumingin sa kapatid at ngumiti woke,
1890,1,ano bang nakakatawa ngayon sa eleksyon2025,
1891,1,korek nakakagigil nga eh alam nam nila di,
1891,2,kaya manalo talaga kahit anong gawin natin,
1891,3,kung gagawin nating santa ang kandidato natin eh ang titigas ng ulo eh,
1892,1,ang di bumoto sa mnet plus di nyo talaga makikita jebe in person monthly mcd pick stage current rank 1 ends in 234716 zerobaseone blue blue_paradise,
1893,1,a coalition of womens rights organizations on monday march 31 called on senate,
1893,2,and house hopefuls in the 2025 elections to advance measures pushing the rights of women,
1893,3,and youth philippines halalan2025 eleksyon2025,
1894,1,someone corrected me na di daw comelec need ko kalampagin someone who can just please hear me out nbi clearance required,
1894,2,para sa mga tatakbo sa posisyon sa 2028,
1895,1,inamo ka ikaw bumoto dyan gago,
1896,1,guys whhahahah nagpapakiramdaman pa kami nung kasunod ko sa pila eh pareho naman pala kami ng set of senators hwhahahahhaha tama behavior talaga hahahahah halalan2025 eleksyon2025,
1897,1,jusko po pati si lord napadasal nung nakita nya may bumoto kay apollo quiboloy,
1898,1,as of now heide mendoza are in 21st spot halalan2025 eleksyon2025 results2025 senatorialrace,
1899,1,senador na sa isang tao lang nagsisilbi senators are responsible for crafting laws,
1899,2,kaya nga legislation bagong job description ng senador,
1900,1,target ng philippine national police na walang maganap na kahit isang insidente na may kaugnayan sa 2025 midterm elections ayon kay pnp chief gen rommel francisco marbil hangad ng pnp ngayong eleksyon ang zero violence mahigpit ang bilin ni gen marbil sa mga police commanders na bumaba,
1900,2,at gamitin ang lahat ng kanilang resources,
1900,3,upang mahinto ang anumang plano ng kaguluhan ngayong halalan via,
1901,1,sinimulan na ng comelec tsk tsk,
1902,1,better than expected atleast we got a win with 2 amp 5 not seeing the likes of salvador quiboloy bondoc amp revillame is already a win atleast merong konting character development kahit may nakapasok pa rin huhu we cant have it all nga naman halalan2025,
1903,1,now what youre not gonna do is to call me a bitch,
1903,2,because we are not friends,
1903,3,and bakit ang tingin ninyo ay si leni ang makakapag panalo ng mga kandidato paki tandaan na hindi tayo sekta,
1903,4,at may isip tayong atin dinala ba ng mga pinks si abalos at pacquiao hindi,
1904,1,no vote for this pompous na walang platformang maiprisinta na kandidato mag wowowin na lang cya,
1905,1,para bumoto sa fayeyoko,
1906,1,i believe kailangang iboto ang kandidatong makakapagpababa ng presyo ng con tix para sa bayan,
1907,1,bumoto ng maayos sa lunes twenty three dunkinilig sabresnyr,
1908,1,first time pa naman bumoto ni ate sarah feel ko last na rin niya,
1909,1,putangina pano naman ung mga hindi botante,
1909,2,o nasa bagong henerasyon na danas rin ung pag hihirap,
1909,3,dahil sa mga binoto ng matatanda,
1910,1,ang dapat busisiin nito ay bakit mas maraming balota ang nabilang kesa sa dami ng mga taong bumoto,
1911,1,iboto free publicity,
1912,1,as of 1230 am in the latest comelec count in quezon city 95 percent of the votes casted were in favor of incumbent mayor joy belmonte the kaya natin movement,
1912,2,also congratulates belmonte in advance for her reelection via,
1913,1,the commission on elections has ordered aklan gov jose enrique joen miraflores,
1913,2,and his father former gov florencio joeben miraflores to answer the disqualification cases filed against them,
1914,1,jusko namam comelec ampanget ng pentel pen niyo,
1915,1,bumoto ng tama at bumoto,
1915,2,nang tama pag sinabing tama hindi dapat artista sikat exconvict corrupt walang sapat na ed attainment at walang plataporma,
1915,3,kundi dapat may prinsipyo moral clean records malinaw na platform kayang mamahala,
1915,4,at may pagmamahal sa bayan,
1916,1,ambilis pala raw humingi ng tulong medical sa mg politiko ngaun,
1916,2,pero kng walang eleksyon nakupoimportante pla sa lahat botante ka ng lugar ng politiko from friend poang info na to,
1916,3,kaya d xa peyk shineyr nya nga to,
1916,4,para kami rin maka avail kaso ok na px ko,
1917,1,ma feel ra na nia pag election time na sa may unta di makalimot ang mga taga subsaharan mindafrica na dili botohan ang admin candiates lol para matagam,
1918,1,so mas maniniwala ka sa kanya kesa sa prinsipyong pinaninindigan ni bam so siguro nga,
1918,2,kung di ka naniniwala kay bam wag mo sya iboto yun lang naman yun e iboto natin ang naaayon sa prinsipyo natin,
1919,1,ewan ko bakit niyo pa pilit gusto ipasok sa senado ang mga magnanakaw nakakasama na ng loob,
1920,1,12 days to go before the election day want to start your list of candidates to vote for boto ko is the app for you download the app,
1920,2,or go to botoko nle2025 2025nle halalan2025 eleksyon2025 bilangpilipino2025 phvote,
1921,1,ayus ayusin niyo lang mga boto niyo bukas magkapigsa bumoto sa trapo at artista,
1922,1,huwag tayo bumoto ng magkakamaganak,
1922,2,at mga paulit ulit sa pwesto dyan makikita ang pagbabago,
1923,1,sinong abscbn news anchor ang nasa phone gallery ni teddy casiño alamin yan sa pagsabak ng senatorial candidate sa harapan overtime harapan2025 halalan2025,
1924,1,comelec disqualification case filed vs tulfo brothers 3 kin,
1925,1,sakin lang po ba wala pa din results sa link ng abscbn san po pwede makakita ng,
1925,2,overall results hirap nung per precint nung sa comelec eh eleksyon2025 halalan2025,
1926,1,naghain na rin ng disqualification petition ang comelec task force safe vs silang cavite mayoral bet alston kevin anarna kaugnay ng solo parent joke nito sa kampanya sa halalan2025,
1927,1,pbb cooking show what if bumoto kayoo,
1928,1,eleksyon2025 chairman george garcia nanawagan sa mga negosyante na tumulong sa pagpapalaganap ng voters education program sa kanilang mga empleyado via,
1929,1,3 million lang yung total members ng inc sa tingin mo lahat ng 3 million members botante subsaharan utak basta dds,
1930,1,meanwhile mama kanina iboto mo sila duterte youth me ay nako mama alam mong from the start never ako nagano diyan kay duterte,
1931,1,netizens dismayado rin vice ganda trending,
1931,2,dahil sa contestant na di alam comelec,
1932,1,sa sunday na sila mag botohan,
1933,1,yung pag sita daw sa prime water ng mga villar ay politika lang,
1933,2,in short sinungaling daw kayo mga nag rereklamo sa cavite tagaytay bulacan las pinas,
1933,3,kung saan saan pa may mga prime water sabi ng vp bawian niyo sa darating na botohan,
1934,1,oh db,
1934,2,kaya mga tang ina niyo na bumoto kay marcos,
1935,1,nakiisa ang mga senador sa pagluluksa ng catholic community sa pagpanaw ni pope francis na pinuri,
1935,2,dahil sa kanyang walang sawang pagsisikap sa pagtataguyod ng kapayapaan at pagkakaisa,
1936,1,ulol bobo nga kayo sa botohan palang ng pbb shows the reality of ph walang pagasa tangina nyong lahat,
1937,1,ayon pa kay garcia ilalagak ang mga binaklas na campaign materials sa mga local comelec office,
1937,2,upang magamit bilang ebidensya sa pagsasampa ng kaso sa mga kandidatong hindi sumusunod sa patakaran ng komisyon,
1937,3,para sa pangangampanya via ibc 13 22,
1938,1,agree,
1938,2,kung iboboto natin sila ngayon magkakaroon pa rin sila ng lakas ng loob na lumaban ulit sa susunod mawawala din itong mga kenkoy na mga politiko na ito balang araw,
1939,1,whats relevance of pbb voting to ph elections your analogy isnt applicable,
1939,2,because in pbb you can vote multiple timesup to 30 times i believe meaning you can vote different people while in philippine elections youre only allowed to vote once legally,
1940,1,isip isip you mean iboboto si bato go willie ipe camille etc just becuase you dont agree her truthful stand,
1940,2,so okay sau iboto ang walang alam corrupt shame on you we shall vote for mam heidi,
1941,1,too bad hindi kami ang buong pilipinas haha hayayay halalan2025,
1942,1,malapit ko na talagang iboto itong si smr,
1943,1,source comelec media server total ers processed 8040 votes in 46154411 out of 69773653 as of 802 pm may 13 2025 eleksyon2025,
1944,1,to the youth thank you di man panalao sa lahat,
1944,2,pero di nanalo sila bong revilla willie at quiboloy halalan2025,
1945,1,look preparations ongoing for the first grand proclamation rally of administration senatorial bets of the alyansa,
1945,2,para sa bagong pilipinas coalition,
1945,3,at the ilocos norte centennial arena in laoag city halalan2025 via pia gutierrez myxmusicawards2025,
1946,1,kapag bumoto kayo tandaan ang boto mo ay hindi lang para sa kandidato,
1946,2,para sa prinsipyong pinaniniwalaan mo wokwithlan mapanuri,
1947,1,what have you done in the pass 3 years,
1947,2,so who do you think the people would vote not your team unless you bought the comelec,
1948,1,bumoto ng matalino bumoto nang matalino,
1949,1,full moon nga pala ngayon baka pwedeng ihiling sa buwan ang mas magandang linya sa senado please,
1950,1,he is good as a front act,
1950,2,para sa isang advocacy,
1950,3,and hindi sa senate seat sa mga artista yan ang lesson peroo mga minamahal nating kababayanmanatili paring listo,
1950,4,at matulis ang mata sa gobierno ngayun na unti2 purong trapo,
1950,5,o bihasa na mag maniobra na mga politico ang nasa loob,
1951,1,palavarn talaga ang mga oatin,
1951,2,para sa sb19 keep on voting guys 6 days ulit na botohan link usen voting hour votesb19moonlight sb19,
1952,1,isa pa bakit botante ang pinepressure niyong baguhin ang boto,
1952,2,at hindi yung mga politikong kagaya ni heidi,
1952,3,at mga stances nila they will serve the people once they won the election,
1952,4,and not just themselves and their ideals,
1953,1,daming engot na kandidato,
1954,1,and sa 2028 boboto na rin ang 1st batch ng gen alpha lets do this kabataans halalan2025,
1955,1,me potangina ng mga bumoto silver lining pasok si kiko,
1955,2,at bam sa initial tally,
1956,1,ilang oras palang ng botohan may tite na agad na kasama yung daliring may ink putanginang mga bayot talaga,
1957,1,jinggoy estrada says happy 88th to idol erap sandigan ng pamilya politiko politikosnitch,
1958,1,political law impeachment article xi sec 2 of the constitution provides the following exclusive list of impeachmable officers 1 the president 2 the vicepresident 3 members of the supreme court 4 members of the csc coa and comelec 5 and the ombudsman,
1959,1,take time to read naman pala sana nagka time ka rin to research about comelec,
1960,1,lets exercise our right to vote bumoto ng tama bumoto nang tama,
1961,1,tsaka botohan bukas,
1961,2,pero di ko na lang tanggaling fake nails q sayang yung dikit ang tibay pa naman hahaha,
1962,1,naawa yung support sa nails ko hahahha,
1962,2,pero proud na bumoto ng nang tama,
1963,1,naipanalo natin sen kiko welcome back sa senado,
1964,1,kaya ang iboto natin si ipe pag si ipe sigurado kang ang bayag nya muna ang una,
1965,1,sc issues tro vs disqualification of manila councilor candidate halalan2025,
1966,1,dirt detected in acm scanner temporarily delays voting,
1966,2,at bulacan school halalan2025,
1967,1,tapos gagawing ambassador ng comelec,
1967,2,so yung pagiging walang alam,
1967,3,at sinungaling ang criteria nila nakakalungkot,
1968,1,raaaah kakagigil talaga yung mga naglalagay ng tarpaulin ng kandidato sa gate na walang paalam sana,
1968,2,kung anong sipag nyo sa pag dikit ganyan din kayo kasipag magtanggal pagtapos ng botohan no ako pa nautusan magtanggal tapos nasama pa pintura grrr sermon pa ko dahil sa inyo,
1969,1,hahahahaa,
1969,2,so bumoto kayo ng demonyo,
1970,1,bumoto ng matalino bumoto nang matalino,
1971,1,ano nakain ng mga ito,
1971,2,at nag decide tumakbong magka sabay naging trapo,
1972,1,mas worse pa rin yung last senatorial election si boy sili ba naman ang nangunguna halalan2025,
1973,1,tangina pati sa bnk di marunong bumoto yung mga tao pbbthebigcollab,
1974,1,me na kinonsensya mama ko na dapat iboto si bam kasi wala siyang ginastos sakin nung college,
1974,2,dahil sa kanya haha effective naman,
1975,1,kawawa mga pilipino sa inyo bong go yung no 1 eh wala namang pake yan sa inyo,
1975,2,kundi kay tatay duterte niya eh halalan2025,
1976,1,czennies for good governance bumoto ng matalino at bumoto nang matalino,
1977,1,well your trapo is not the same as our trapotrapo namin ay hindi magnanakaw sa kaban ng bayan,
1977,2,kapag magkamali man e handang batikusin e kayo bulok na nga ang trapo di lang dinidilaan kinakain pa,
1978,1,sa kangkungan pupulutin lahat duda na ko pag back out ni chel sa pagtakbo bilang senadorilalagay pala sa taga kahol,
1979,1,ayan na sila gusto nila iboto naten biases nila naah,
1980,1,gagu ang init ayokong lumabas,
1980,2,pero kailangan bumotomamaya na lang,
1981,1,hahahahhaa nung bumoto ako nakahabol ang colaiah kaso mahal tuition ko,
1982,1,iboto nyo ang isa pang intsik na nagkukunyaring pinoy,
1983,1,atty laudiangco sa national iisa pa lang ang napadalhan ng show cause order ang napaldahan ay nasa 18 na bukas nasa 9 pa ulit,
1983,2,kung masampahan sila ng petition for disqualification kahit sila ang manalo maaaring suspendihin ng comelec ang kanilang proklamasyon,
1984,1,kung may ipagmamalaki man ang mga taong bumoto sa mga senador ko pinili nila ang mga simpleng mamamayan na naghahangad ng pagbabago,
1985,1,iboto,
1985,2,at ilagay natin sa senado si atty jimmy bondoc isa sa mga duterte senators na may alam sa batas,
1985,3,at kayang gumawa ng batas vote straight pdp senators 10bondoc duterten teamsuka,
1986,1,bumoto lang talaga yan shea,
1987,1,ganyan din naman sila nung nagdecide tayo na si jimin ang iboto for daesang focus na lang tayo sa votings,
1988,1,engage why not engage talk crypto giverep halalan2025,
1989,1,i dont like isko trapo din,
1990,1,seeing kiko,
1990,2,and bam sa top 12 halalan2025,
1991,1,hahahaha tangina mukha ng idol mo dyan mukhang namamaga na sa kapal ng make up ilang layer ba ginamit dyan ilang gabi ba pinuyat niyo para bumoto dyan,
1992,1,tagle as pope tapos quiboloy sa senado raw,
1993,1,handa ka na bang bumoto ngayong eleksyon2025 panoorin ang saloobin ng ilang botanteonthestreets sa video na ito eleksyonaryo dapattotoo,
1994,1,nag panic mode na agad siya,
1994,2,kaya todo blame sa rhythm fans bumoto nalang sana siya,
